ID_Transacao,Data_Venda,CPF_Cliente,Tipo_Operacao,Moeda_Estrangeira,Valor_BRL
TRX-003429,2026-06-02,062.485.731-07,Cartão Pré-pago,EUR,12660.09
TRX-003430,2026-05-29,194.753.608-75,Papel Moeda,GBP,4324.21
TRX-003431,2026-06-09,41529308704,Cartão Pré-pago,EUR,14500.5
TRX-003432,2026-06-01,784.063.592-00,Cartão Pré-pago,GBP,3884.68
TRX-003433,2026-06-15,09753621868,Papel Moeda,USD,5530.73
TRX-003434,2026-05-21,04281965785,Cartão Pré-pago,GBP,6319.96
TRX-003435,2026-05-21,745.329.180-14,Cartão Pré-pago,USD,6747.92
TRX-003436,2026-06-08,590.187.624-58,Papel Moeda,EUR,1083.76
TRX-003437,2026-06-08,397.541.028-05,Papel Moeda,EUR,12722.26
TRX-003438,2026-06-08,390.658.127-68,Remessa Internacional,USD,3407.79
TRX-003439,2026-06-04,13249678546,Papel Moeda,GBP,7182.78
TRX-003440,2026-05-19,15726930886,Cartão Pré-pago,EUR,5708.74
TRX-003441,2026-06-13,63148095251,Papel Moeda,EUR,10538.45
TRX-003442,2026-05-20,10253847923,Remessa Internacional,USD,825.34
TRX-003443,2026-06-02,120.394.768-22,Remessa Internacional,USD,4753.21
TRX-003444,2026-05-17,867.259.103-86,Papel Moeda,USD,10903.15
TRX-003445,2026-06-05,86092153424,Cartão Pré-pago,USD,8184.55
TRX-003446,2026-05-29,249.786.015-76,Papel Moeda,USD,3014.3
TRX-003447,2026-06-04,986.470.152-58,Cartão Pré-pago,GBP,5209.15
TRX-003448,2026-06-15,045.937.268-83,Cartão Pré-pago,USD,5850.16
TRX-003449,2026-05-31,865.032.719-21,Papel Moeda,EUR,4475.0
TRX-003450,2026-06-03,490.215.386-60,Cartão Pré-pago,GBP,834.05
TRX-003451,2026-05-23,58241679076,Remessa Internacional,USD,2181.54
TRX-003452,2026-06-02,950.237.641-25,Cartão Pré-pago,GBP,8789.42
TRX-003453,2026-06-01,642.083.719-78,Remessa Internacional,EUR,7876.06
TRX-003454,2026-05-17,290.835.476-47,Papel Moeda,USD,1886.39
TRX-003455,2026-06-02,12476385026,Papel Moeda,EUR,9131.05
TRX-003456,2026-05-27,01495378675,Papel Moeda,USD,10977.82
TRX-003457,2026-06-13,309.674.152-25,Cartão Pré-pago,USD,8801.11
TRX-003458,2026-06-11,967.210.543-61,Remessa Internacional,EUR,6058.4
TRX-003459,2026-06-06,652.170.843-08,Remessa Internacional,GBP,657.6
TRX-003460,2026-05-23,490.861.275-76,Cartão Pré-pago,EUR,6537.82
TRX-003461,2026-06-14,478.520.639-00,Cartão Pré-pago,GBP,13855.54
TRX-003462,2026-05-21,76158293482,Cartão Pré-pago,USD,7193.62
TRX-003463,2026-05-28,26815079449,Papel Moeda,GBP,8155.84
TRX-003464,2026-05-31,40529316706,Remessa Internacional,GBP,12781.5
TRX-003465,2026-05-25,51760482994,Remessa Internacional,GBP,10071.7
TRX-003466,2026-05-17,91768203512,Cartão Pré-pago,USD,1037.67
TRX-003467,2026-06-12,648.072.351-17,Remessa Internacional,USD,14104.29
TRX-003468,2026-06-13,452.639.017-80,Cartão Pré-pago,EUR,4391.49
TRX-003469,2026-06-09,719.056.834-48,Papel Moeda,GBP,9571.04
TRX-003470,2026-05-31,54381962060,Cartão Pré-pago,GBP,3099.0
TRX-003471,2026-06-01,17385469264,Remessa Internacional,GBP,4817.14
TRX-003472,2026-05-30,472.831.695-55,Papel Moeda,EUR,3745.09
TRX-003473,2026-05-30,42901687520,Cartão Pré-pago,GBP,8581.58
TRX-003474,2026-06-13,542.976.813-82,Papel Moeda,GBP,7666.19
TRX-003475,2026-05-31,47083526974,Remessa Internacional,USD,6840.54
TRX-003476,2026-06-15,520.497.368-00,Cartão Pré-pago,GBP,13274.93
TRX-003477,2026-06-15,04256197885,Papel Moeda,EUR,6154.54
TRX-003478,2026-05-26,74098621576,Papel Moeda,EUR,8652.88
TRX-003479,2026-05-19,93724065892,Papel Moeda,EUR,6325.37
TRX-003480,2026-06-12,540.768.239-74,Cartão Pré-pago,USD,12249.29
TRX-003481,2026-05-21,149.620.785-85,Remessa Internacional,EUR,11162.64
TRX-003482,2026-05-23,49072635116,Remessa Internacional,EUR,12716.71
TRX-003483,2026-05-22,649.210.875-20,Cartão Pré-pago,EUR,3708.98
TRX-003484,2026-06-09,12960453824,Papel Moeda,EUR,6141.35
TRX-003485,2026-06-04,896.735.410-00,Cartão Pré-pago,GBP,4751.19
TRX-003486,2026-05-19,781.920.645-49,Remessa Internacional,EUR,909.53
TRX-003487,2026-05-22,67043812950,Papel Moeda,USD,6258.96
TRX-003488,2026-05-17,30564978256,Cartão Pré-pago,USD,5567.98
TRX-003489,2026-06-01,813.409.572-05,Papel Moeda,GBP,3574.96
TRX-003490,2026-05-25,38254107904,Remessa Internacional,EUR,1165.49
TRX-003491,2026-05-18,096.185.437-57,Papel Moeda,EUR,11927.87
TRX-003492,2026-06-14,102.384.597-05,Remessa Internacional,EUR,11941.39
TRX-003493,2026-06-04,71645320871,Cartão Pré-pago,USD,3665.12
TRX-003494,2026-05-30,87435019232,Remessa Internacional,USD,1427.66
TRX-003495,2026-05-24,89056271458,Remessa Internacional,GBP,14899.57
TRX-003496,2026-06-12,510.637.428-62,Remessa Internacional,GBP,7696.35
TRX-003497,2026-05-24,25849607374,Papel Moeda,GBP,10004.38
TRX-003498,2026-05-30,34782501617,Cartão Pré-pago,GBP,4745.88
TRX-003499,2026-05-24,072.459.381-05,Remessa Internacional,EUR,13536.91
TRX-003500,2026-06-07,79465801267,Papel Moeda,EUR,4112.45
TRX-003501,2026-06-12,902.175.684-67,Cartão Pré-pago,EUR,6043.48
TRX-003502,2026-06-11,319.465.802-60,Papel Moeda,GBP,12084.46
TRX-003503,2026-06-05,06294815398,Papel Moeda,USD,13488.31
TRX-003504,2026-06-09,518.309.746-10,Cartão Pré-pago,EUR,2143.0
TRX-003505,2026-05-17,310.269.548-51,Remessa Internacional,USD,10062.63
TRX-003506,2026-05-23,62341975828,Remessa Internacional,EUR,11068.58
TRX-003507,2026-05-22,45816907301,Remessa Internacional,EUR,8492.3
TRX-003508,2026-06-09,39625740856,Remessa Internacional,EUR,9477.59
TRX-003509,2026-05-29,29645318033,Papel Moeda,EUR,5220.17
TRX-003510,2026-06-10,964.803.715-93,Cartão Pré-pago,GBP,8528.66
TRX-003511,2026-06-11,20945731680,Remessa Internacional,GBP,12281.15
TRX-003512,2026-05-25,652.734.918-19,Papel Moeda,USD,14626.31
TRX-003513,2026-06-08,49731862013,Cartão Pré-pago,EUR,13219.46
TRX-003514,2026-06-01,843.762.590-47,Remessa Internacional,EUR,4860.22
TRX-003515,2026-06-13,40391768557,Papel Moeda,EUR,2940.15
TRX-003516,2026-06-10,731.654.082-62,Remessa Internacional,GBP,2665.13
TRX-003517,2026-06-02,21360895795,Remessa Internacional,EUR,3976.37
TRX-003518,2026-05-27,149.285.630-42,Papel Moeda,GBP,2171.1
TRX-003519,2026-06-06,67423810940,Papel Moeda,USD,9733.26
TRX-003520,2026-06-12,730.851.496-00,Remessa Internacional,USD,14479.8
TRX-003521,2026-06-06,915.284.067-02,Cartão Pré-pago,GBP,9556.48
TRX-003522,2026-06-08,782.031.469-96,Cartão Pré-pago,EUR,727.91
TRX-003523,2026-05-22,52037186959,Remessa Internacional,EUR,1289.48
TRX-003524,2026-05-30,154.782.096-94,Remessa Internacional,EUR,7044.8
TRX-003525,2026-05-17,41695038215,Cartão Pré-pago,EUR,6052.87
TRX-003526,2026-06-11,39820647592,Remessa Internacional,EUR,10204.92
TRX-003527,2026-05-26,250.968.374-83,Cartão Pré-pago,EUR,7250.92
TRX-003528,2026-05-23,18392654005,Remessa Internacional,USD,3292.42
TRX-003529,2026-05-29,56471839219,Remessa Internacional,EUR,12863.41
TRX-003530,2026-05-23,415.697.380-84,Remessa Internacional,EUR,4726.25
TRX-003531,2026-06-03,52067148362,Remessa Internacional,USD,12601.4
TRX-003532,2026-06-09,18427590350,Cartão Pré-pago,EUR,13047.18
TRX-003533,2026-06-15,438.925.670-00,Cartão Pré-pago,EUR,11651.13
TRX-003534,2026-06-05,84213607950,Papel Moeda,USD,13661.6
TRX-003535,2026-05-22,91384256709,Cartão Pré-pago,USD,3139.09
TRX-003536,2026-06-15,524.809.716-94,Remessa Internacional,EUR,13765.18
TRX-003537,2026-05-31,37418290560,Papel Moeda,USD,14049.55
TRX-003538,2026-06-09,789.052.361-03,Papel Moeda,USD,2226.37
TRX-003539,2026-05-17,97630152434,Cartão Pré-pago,GBP,3588.33
TRX-003540,2026-06-07,582.349.701-60,Remessa Internacional,GBP,4573.26
TRX-003541,2026-05-18,740.956.128-94,Papel Moeda,EUR,9885.26
TRX-003542,2026-06-09,628.409.731-03,Remessa Internacional,USD,9540.81
TRX-003543,2026-05-18,35692074125,Cartão Pré-pago,USD,3381.52
TRX-003544,2026-05-20,13780246996,Papel Moeda,USD,6856.82
TRX-003545,2026-06-08,19456702316,Cartão Pré-pago,GBP,3868.49
TRX-003546,2026-05-28,850.619.237-40,Cartão Pré-pago,USD,6777.44
TRX-003547,2026-05-23,357.094.268-65,Remessa Internacional,EUR,6626.42
TRX-003548,2026-05-17,04678251308,Cartão Pré-pago,EUR,8024.13
TRX-003549,2026-06-12,238.196.047-31,Cartão Pré-pago,EUR,6821.19
TRX-003550,2026-06-02,27635908456,Remessa Internacional,EUR,5382.4
TRX-003551,2026-05-29,14305827662,Remessa Internacional,USD,9425.18
TRX-003552,2026-06-10,246.189.370-50,Remessa Internacional,USD,2597.49
TRX-003553,2026-05-23,71483962555,Cartão Pré-pago,EUR,3262.33
TRX-003554,2026-05-20,308.972.456-10,Remessa Internacional,USD,1279.22
TRX-003555,2026-05-28,06194875348,Remessa Internacional,USD,2324.33
TRX-003556,2026-06-05,231.659.047-07,Cartão Pré-pago,GBP,14608.47
TRX-003557,2026-06-03,274.098.165-11,Remessa Internacional,GBP,11201.32
TRX-003558,2026-06-07,843.590.172-60,Cartão Pré-pago,EUR,1901.49
TRX-003559,2026-05-28,032.891.457-60,Cartão Pré-pago,EUR,12477.99
TRX-003560,2026-06-08,283.519.607-21,Remessa Internacional,GBP,1346.0
TRX-003561,2026-06-12,17596240399,Cartão Pré-pago,EUR,14809.9
TRX-003562,2026-06-04,320.698.175-12,Cartão Pré-pago,USD,1053.32
TRX-003563,2026-05-30,63182075977,Remessa Internacional,EUR,4606.38
TRX-003564,2026-06-13,84679035110,Remessa Internacional,USD,9548.79
TRX-003565,2026-05-17,791.085.342-41,Remessa Internacional,GBP,1118.34
TRX-003566,2026-06-11,94703816296,Cartão Pré-pago,EUR,10397.3
TRX-003567,2026-06-01,05193467857,Papel Moeda,GBP,9522.56
TRX-003568,2026-06-06,52867034108,Papel Moeda,EUR,1959.76
TRX-003569,2026-06-14,61932854746,Cartão Pré-pago,USD,10979.92
TRX-003570,2026-06-09,572.041.683-80,Cartão Pré-pago,USD,808.15
TRX-003571,2026-05-23,325.971.860-59,Cartão Pré-pago,USD,9483.24
TRX-003572,2026-05-26,89576243092,Cartão Pré-pago,GBP,10510.42
TRX-003573,2026-05-27,58302746983,Remessa Internacional,USD,12862.08
TRX-003574,2026-05-31,09428136778,Papel Moeda,USD,6809.76
TRX-003575,2026-06-11,56013729859,Cartão Pré-pago,USD,2377.13
TRX-003576,2026-06-15,27369540170,Remessa Internacional,USD,10430.67
TRX-003577,2026-05-26,07562198330,Cartão Pré-pago,EUR,8837.64
TRX-003578,2026-06-09,691.347.258-73,Papel Moeda,EUR,10806.83
TRX-003579,2026-05-28,72413589023,Cartão Pré-pago,USD,4629.94
TRX-003580,2026-05-26,072.419.583-14,Remessa Internacional,EUR,14041.59
TRX-003581,2026-05-19,391.728.405-79,Papel Moeda,GBP,2707.43
TRX-003582,2026-05-29,67103582408,Papel Moeda,GBP,14901.98
TRX-003583,2026-06-13,725.308.941-32,Papel Moeda,GBP,11903.53
TRX-003584,2026-06-11,459.872.603-29,Papel Moeda,USD,1988.33
TRX-003585,2026-06-11,40795823665,Remessa Internacional,EUR,1170.81
TRX-003586,2026-05-25,639.852.714-37,Papel Moeda,EUR,11254.46
TRX-003587,2026-05-21,675.903.124-52,Remessa Internacional,GBP,11166.06
TRX-003588,2026-05-23,98506421730,Cartão Pré-pago,EUR,9765.74
TRX-003589,2026-05-21,704.589.632-83,Papel Moeda,USD,2485.95
TRX-003590,2026-06-14,701.963.524-52,Papel Moeda,GBP,7656.92
TRX-003591,2026-06-05,871.046.593-66,Papel Moeda,GBP,8163.4
TRX-003592,2026-05-31,085.643.172-90,Papel Moeda,USD,6150.51
TRX-003593,2026-05-28,59827436074,Papel Moeda,EUR,5907.95
TRX-003594,2026-06-15,86120957430,Cartão Pré-pago,EUR,8983.18
TRX-003595,2026-06-06,53861940205,Papel Moeda,USD,6525.86
TRX-003596,2026-06-01,42607859158,Cartão Pré-pago,GBP,9200.21
TRX-003597,2026-05-30,849.103.725-04,Cartão Pré-pago,GBP,2593.07
TRX-003598,2026-06-12,43860971204,Remessa Internacional,EUR,2779.75
TRX-003599,2026-06-11,31904862551,Papel Moeda,GBP,2486.33
TRX-003600,2026-06-12,813.072.654-80,Papel Moeda,GBP,6707.21
TRX-003601,2026-05-29,56391078203,Cartão Pré-pago,GBP,5769.06
TRX-003602,2026-06-08,169.082.375-59,Papel Moeda,GBP,11538.92
TRX-003603,2026-06-10,40365978256,Remessa Internacional,USD,1617.49
TRX-003604,2026-06-10,81364075920,Remessa Internacional,GBP,5265.67
TRX-003605,2026-06-11,461.082.397-78,Cartão Pré-pago,USD,5636.26
TRX-003606,2026-05-25,27815036490,Papel Moeda,USD,12421.36
TRX-003607,2026-05-28,49830657256,Remessa Internacional,USD,3930.94
TRX-003608,2026-05-22,603.752.941-80,Cartão Pré-pago,EUR,12748.48
TRX-003609,2026-05-21,15027846967,Cartão Pré-pago,EUR,9561.39
TRX-003610,2026-05-27,648.509.732-56,Papel Moeda,GBP,14939.94
TRX-003611,2026-06-13,342.679.581-73,Cartão Pré-pago,USD,7099.39
TRX-003612,2026-06-02,51674390270,Papel Moeda,GBP,13536.68
TRX-003613,2026-05-27,45061829794,Remessa Internacional,EUR,11516.74
TRX-003614,2026-05-24,05289163786,Papel Moeda,EUR,757.87
TRX-003615,2026-05-26,04369852170,Cartão Pré-pago,GBP,4289.88
TRX-003616,2026-06-15,79412803532,Cartão Pré-pago,GBP,7900.18
TRX-003617,2026-06-12,324.569.871-28,Cartão Pré-pago,EUR,2955.58
TRX-003618,2026-06-02,896.547.013-75,Papel Moeda,EUR,10061.61
TRX-003619,2026-06-12,724.195.386-09,Cartão Pré-pago,GBP,10453.2
TRX-003620,2026-05-31,379.618.450-20,Remessa Internacional,USD,1556.63
TRX-003621,2026-06-06,176.249.830-87,Cartão Pré-pago,GBP,4112.58
TRX-003622,2026-05-29,175.648.023-08,Cartão Pré-pago,USD,9299.15
TRX-003623,2026-05-31,24958367128,Cartão Pré-pago,USD,8203.48
TRX-003624,2026-05-17,986.241.730-78,Papel Moeda,EUR,14864.48
TRX-003625,2026-06-13,345.216.078-53,Cartão Pré-pago,USD,12310.63
TRX-003626,2026-06-14,153.806.429-42,Remessa Internacional,USD,11606.27
TRX-003627,2026-05-25,529.073.841-04,Papel Moeda,GBP,12184.52
TRX-003628,2026-05-18,56089732168,Remessa Internacional,GBP,10673.84
TRX-003629,2026-05-17,40139725814,Cartão Pré-pago,GBP,9128.33
TRX-003630,2026-05-21,598.470.123-50,Remessa Internacional,EUR,5476.39
TRX-003631,2026-06-08,58739024105,Cartão Pré-pago,USD,1478.01
TRX-003632,2026-05-25,829.456.073-10,Papel Moeda,EUR,4489.0
TRX-003633,2026-06-11,354.218.076-90,Remessa Internacional,GBP,11765.63
TRX-003634,2026-06-13,95082174304,Remessa Internacional,GBP,3976.57
TRX-003635,2026-06-11,07821945676,Cartão Pré-pago,EUR,12810.04
TRX-003636,2026-06-02,289.371.460-96,Cartão Pré-pago,EUR,2889.34
TRX-003637,2026-06-11,98710364269,Remessa Internacional,GBP,7207.58
TRX-003638,2026-05-31,526.314.078-90,Remessa Internacional,GBP,12738.8
TRX-003639,2026-05-27,58276094120,Cartão Pré-pago,GBP,10413.59
TRX-003640,2026-06-03,30157894223,Cartão Pré-pago,USD,6202.63
TRX-003641,2026-06-09,45813029788,Cartão Pré-pago,GBP,2133.49
TRX-003642,2026-05-28,16594280767,Remessa Internacional,EUR,6174.28
TRX-003643,2026-05-17,87395046200,Cartão Pré-pago,USD,4428.32
TRX-003644,2026-06-07,85093426792,Cartão Pré-pago,GBP,11404.0
TRX-003645,2026-06-12,19268053489,Papel Moeda,GBP,14674.34
TRX-003646,2026-05-22,047.268.139-78,Remessa Internacional,EUR,2011.93
TRX-003647,2026-06-01,70863514235,Remessa Internacional,USD,1320.15
TRX-003648,2026-05-22,71549326864,Cartão Pré-pago,USD,11803.15
TRX-003649,2026-05-17,596.871.240-67,Remessa Internacional,EUR,8266.94
TRX-003650,2026-05-17,390.412.586-98,Cartão Pré-pago,USD,10868.61
TRX-003651,2026-06-14,15786024326,Papel Moeda,USD,11314.48
TRX-003652,2026-06-01,56438290106,Papel Moeda,GBP,12045.7
TRX-003653,2026-06-14,391.540.268-06,Papel Moeda,USD,8535.71
TRX-003654,2026-05-31,589.364.210-42,Cartão Pré-pago,EUR,1086.09
TRX-003655,2026-05-17,24578193691,Cartão Pré-pago,GBP,7154.53
TRX-003656,2026-06-13,508.216.937-86,Cartão Pré-pago,EUR,9423.37
TRX-003657,2026-05-24,69850214767,Papel Moeda,USD,12784.27
TRX-003658,2026-05-26,09278364592,Cartão Pré-pago,GBP,12519.51
TRX-003659,2026-05-31,64285109794,Remessa Internacional,GBP,3711.93
TRX-003660,2026-06-14,421.673.085-07,Cartão Pré-pago,GBP,9236.44
TRX-003661,2026-06-02,79086354157,Papel Moeda,EUR,7224.94
TRX-003662,2026-06-11,97658042102,Papel Moeda,EUR,11840.36
TRX-003663,2026-05-29,493.625.170-43,Cartão Pré-pago,USD,3753.14
TRX-003664,2026-05-30,639.581.027-86,Papel Moeda,GBP,4632.62
TRX-003665,2026-06-05,253.178.064-53,Papel Moeda,GBP,13162.84
TRX-003666,2026-06-03,701.284.536-80,Remessa Internacional,EUR,10067.01
TRX-003667,2026-06-03,31064982778,Papel Moeda,USD,3192.35
TRX-003668,2026-05-26,514.286.093-42,Papel Moeda,USD,2175.74
TRX-003669,2026-06-07,34265810780,Cartão Pré-pago,GBP,8769.2
TRX-003670,2026-06-05,37502189602,Papel Moeda,USD,1114.2
TRX-003671,2026-06-04,083.567.912-86,Cartão Pré-pago,EUR,10906.69
TRX-003672,2026-05-26,09378456120,Remessa Internacional,GBP,14609.74
TRX-003673,2026-05-19,24103978678,Remessa Internacional,EUR,5168.93
TRX-003674,2026-06-05,85927413005,Cartão Pré-pago,USD,12468.14
TRX-003675,2026-06-14,218.705.369-59,Cartão Pré-pago,GBP,895.12
TRX-003676,2026-06-15,035.768.194-01,Remessa Internacional,USD,7863.17
TRX-003677,2026-05-30,750.683.124-44,Papel Moeda,GBP,12917.83
TRX-003678,2026-06-10,158.479.620-02,Remessa Internacional,USD,5208.25
TRX-003679,2026-06-04,43628950783,Papel Moeda,EUR,3969.48
TRX-003680,2026-06-07,95082671359,Cartão Pré-pago,EUR,8263.77
TRX-003681,2026-06-06,39185274682,Papel Moeda,USD,4104.55
TRX-003682,2026-05-26,68215439098,Cartão Pré-pago,GBP,3716.82
TRX-003683,2026-05-18,178.653.940-39,Remessa Internacional,EUR,4339.04
TRX-003684,2026-05-25,98273041603,Cartão Pré-pago,GBP,6234.29
TRX-003685,2026-06-01,910.284.375-79,Cartão Pré-pago,USD,10599.3
TRX-003686,2026-05-27,057.143.269-70,Remessa Internacional,GBP,13204.0
TRX-003687,2026-06-08,98612735491,Papel Moeda,USD,12182.61
TRX-003688,2026-06-06,37145682044,Cartão Pré-pago,EUR,11816.04
TRX-003689,2026-05-28,52149673819,Remessa Internacional,EUR,5459.73
TRX-003690,2026-06-02,23865401708,Papel Moeda,GBP,5909.32
TRX-003691,2026-06-05,48716592085,Remessa Internacional,USD,802.27
TRX-003692,2026-06-07,68259074338,Cartão Pré-pago,GBP,8955.81
TRX-003693,2026-05-19,421.908.753-23,Papel Moeda,USD,9375.37
TRX-003694,2026-06-08,513.269.480-24,Cartão Pré-pago,USD,2683.88
TRX-003695,2026-05-23,345.182.609-70,Remessa Internacional,GBP,3203.81
TRX-003696,2026-06-12,01973258668,Cartão Pré-pago,EUR,7806.29
TRX-003697,2026-06-11,38579640148,Papel Moeda,GBP,1639.95
TRX-003698,2026-05-31,675.492.083-10,Papel Moeda,USD,2423.76
TRX-003699,2026-05-19,67135042999,Remessa Internacional,GBP,2998.06
TRX-003700,2026-06-06,17462895382,Cartão Pré-pago,GBP,10809.6
TRX-003701,2026-06-05,041.936.752-70,Remessa Internacional,USD,1435.65
TRX-003702,2026-05-25,14057928332,Remessa Internacional,GBP,5635.32
TRX-003703,2026-06-10,120.947.368-22,Papel Moeda,USD,9150.26
TRX-003704,2026-06-14,302.578.164-53,Cartão Pré-pago,GBP,3577.87
TRX-003705,2026-05-25,95874126058,Cartão Pré-pago,EUR,3877.89
TRX-003706,2026-06-15,58673092400,Cartão Pré-pago,USD,4347.84
TRX-003707,2026-06-03,72580316426,Cartão Pré-pago,EUR,8803.12
TRX-003708,2026-05-27,094.367.125-61,Cartão Pré-pago,USD,11282.63
TRX-003709,2026-05-29,73098154241,Cartão Pré-pago,GBP,3761.8
TRX-003710,2026-06-07,735.498.601-10,Remessa Internacional,USD,1895.83
TRX-003711,2026-06-05,80514392797,Remessa Internacional,GBP,4477.98
TRX-003712,2026-05-26,43709652170,Cartão Pré-pago,USD,1816.85
TRX-003713,2026-05-31,031.789.246-04,Papel Moeda,USD,13568.7
TRX-003714,2026-05-31,47012958685,Cartão Pré-pago,USD,3741.68
TRX-003715,2026-06-06,197.054.863-01,Papel Moeda,EUR,11013.99
TRX-003716,2026-05-25,18453926042,Papel Moeda,EUR,3091.03
TRX-003717,2026-06-03,297.318.640-40,Cartão Pré-pago,EUR,4676.76
TRX-003718,2026-06-14,98327560492,Cartão Pré-pago,USD,13766.06
TRX-003719,2026-05-27,291.360.745-43,Papel Moeda,USD,10355.65
TRX-003720,2026-06-07,58427360983,Cartão Pré-pago,USD,1346.01
TRX-003721,2026-06-06,53679018240,Remessa Internacional,EUR,5179.33
TRX-003722,2026-05-20,486.510.372-44,Cartão Pré-pago,GBP,9164.9
TRX-003723,2026-05-29,613.502.849-98,Cartão Pré-pago,USD,1235.16
TRX-003724,2026-06-08,19834250606,Remessa Internacional,EUR,11061.18
TRX-003725,2026-05-17,91456328042,Cartão Pré-pago,USD,846.19
TRX-003726,2026-05-27,516.273.980-40,Remessa Internacional,EUR,13835.98
TRX-003727,2026-05-25,68249750365,Papel Moeda,GBP,8305.22
TRX-003728,2026-05-21,09451267867,Cartão Pré-pago,GBP,8149.73
TRX-003729,2026-05-24,495.063.281-70,Cartão Pré-pago,EUR,10223.02
TRX-003730,2026-05-25,920.564.371-80,Remessa Internacional,EUR,7511.95
TRX-003731,2026-05-27,680.924.175-20,Cartão Pré-pago,GBP,1029.6
TRX-003732,2026-06-09,90138726469,Papel Moeda,EUR,9313.79
TRX-003733,2026-05-29,23197645006,Papel Moeda,EUR,5400.83
TRX-003734,2026-05-21,168.723.059-59,Remessa Internacional,USD,2813.53
TRX-003735,2026-06-08,150.378.426-62,Cartão Pré-pago,GBP,9734.46
TRX-003736,2026-06-04,62071495802,Cartão Pré-pago,GBP,7262.69
TRX-003737,2026-05-23,235.640.178-44,Papel Moeda,GBP,1081.26
TRX-003738,2026-06-07,19075382677,Papel Moeda,USD,2235.1
TRX-003739,2026-06-09,15648793057,Cartão Pré-pago,EUR,1050.65
TRX-003740,2026-05-26,82937140505,Cartão Pré-pago,USD,12319.42
TRX-003741,2026-05-18,218.304.679-13,Cartão Pré-pago,EUR,8827.77
TRX-003742,2026-05-19,341.576.082-08,Papel Moeda,GBP,3012.26
TRX-003743,2026-06-01,465.372.098-38,Cartão Pré-pago,GBP,6879.29
TRX-003744,2026-06-05,465.932.081-24,Remessa Internacional,GBP,7594.99
TRX-003745,2026-06-08,78506314208,Papel Moeda,EUR,5583.61
TRX-003746,2026-06-12,24908176396,Cartão Pré-pago,EUR,3835.28
TRX-003747,2026-06-07,501.397.824-60,Remessa Internacional,USD,11009.37
TRX-003748,2026-06-05,319.420.785-79,Papel Moeda,GBP,14900.31
TRX-003749,2026-05-27,683.524.901-33,Remessa Internacional,USD,3929.19
TRX-003750,2026-06-06,341.790.682-22,Cartão Pré-pago,EUR,4384.85
TRX-003751,2026-05-27,042.351.967-07,Cartão Pré-pago,GBP,1170.13
TRX-003752,2026-06-02,932.045.168-06,Remessa Internacional,GBP,4760.36
TRX-003753,2026-05-31,59260784310,Papel Moeda,EUR,7666.23
TRX-003754,2026-06-15,285.067.349-83,Cartão Pré-pago,EUR,14321.19
TRX-003755,2026-05-26,73549821646,Cartão Pré-pago,USD,7233.25
TRX-003756,2026-05-20,726.498.315-37,Remessa Internacional,USD,1713.24
TRX-003757,2026-06-04,972.530.816-68,Remessa Internacional,GBP,804.98
TRX-003758,2026-05-28,690.714.325-99,Cartão Pré-pago,EUR,6310.23
TRX-003759,2026-06-02,48375261017,Remessa Internacional,USD,8196.69
TRX-003760,2026-06-15,58127403997,Remessa Internacional,USD,2566.24
TRX-003761,2026-05-20,147.683.295-19,Papel Moeda,USD,7447.17
TRX-003762,2026-05-21,265.870.134-90,Cartão Pré-pago,USD,9864.73
TRX-003763,2026-06-10,526.391.804-60,Cartão Pré-pago,EUR,13119.41
TRX-003764,2026-06-03,942.680.375-00,Cartão Pré-pago,USD,12008.29
TRX-003765,2026-06-12,25863741937,Papel Moeda,EUR,7102.18
TRX-003766,2026-05-28,92803165759,Remessa Internacional,GBP,4101.95
TRX-003767,2026-05-30,018.926.354-70,Cartão Pré-pago,USD,11612.87
TRX-003768,2026-06-15,284.065.137-80,Papel Moeda,USD,14727.01
TRX-003769,2026-06-03,751.693.084-93,Remessa Internacional,GBP,2099.06
TRX-003770,2026-05-20,72413086978,Remessa Internacional,GBP,722.64
TRX-003771,2026-06-12,923.081.467-96,Papel Moeda,USD,1139.08
TRX-003772,2026-05-25,81642957364,Cartão Pré-pago,EUR,14341.14
TRX-003773,2026-06-06,97653284191,Cartão Pré-pago,EUR,6198.29
TRX-003774,2026-05-22,546.908.321-70,Papel Moeda,EUR,12609.13
TRX-003775,2026-06-04,357.160.829-12,Cartão Pré-pago,GBP,11487.89
TRX-003776,2026-05-28,36518207426,Cartão Pré-pago,GBP,1872.67
TRX-003777,2026-05-23,173.502.896-77,Papel Moeda,GBP,10827.75
TRX-003778,2026-05-21,253.687.490-74,Cartão Pré-pago,GBP,9848.98
TRX-003779,2026-05-31,874.095.136-75,Remessa Internacional,GBP,14543.1
TRX-003780,2026-05-19,891.764.520-85,Remessa Internacional,EUR,2237.16
TRX-003781,2026-05-31,36918207431,Remessa Internacional,USD,9618.15
TRX-003782,2026-06-10,80735194610,Remessa Internacional,USD,14214.02
TRX-003783,2026-05-18,308.259.716-59,Cartão Pré-pago,GBP,8357.76
TRX-003784,2026-06-08,39205746134,Cartão Pré-pago,USD,1065.16
TRX-003785,2026-06-12,867.352.941-73,Cartão Pré-pago,USD,5577.5
TRX-003786,2026-06-07,83754102680,Remessa Internacional,GBP,6862.06
TRX-003787,2026-05-23,074.236.519-07,Remessa Internacional,USD,7611.38
TRX-003788,2026-05-22,869.503.427-56,Papel Moeda,USD,13641.97
